item_id,order_id,product_id,quantity,unit_price,unit_cost,line_subtotal,line_cost
ITEM-0000387,ORD-000220,202,1,68.0,22.0,68.0,22.0
ITEM-0000388,ORD-000221,201,2,28.0,8.5,56.0,17.0
ITEM-0000389,ORD-000221,303,1,24.99,7.5,24.99,7.5
ITEM-0000390,ORD-000222,107,1,59.99,22.0,59.99,22.0
ITEM-0000391,ORD-000222,304,1,39.99,14.0,39.99,14.0
ITEM-0000392,ORD-000223,302,1,45.0,15.0,45.0,15.0
ITEM-0000393,ORD-000223,107,1,59.99,22.0,59.99,22.0
ITEM-0000394,ORD-000224,103,2,89.99,36.0,179.98,72.0
ITEM-0000395,ORD-000225,108,1,29.99,9.5,29.99,9.5
ITEM-0000396,ORD-000225,504,1,16.99,4.2,16.99,4.2
ITEM-0000397,ORD-000225,505,1,75.0,24.0,75.0,24.0
ITEM-0000398,ORD-000226,405,1,18.0,4.0,18.0,4.0
ITEM-0000399,ORD-000227,304,1,39.99,14.0,39.99,14.0
ITEM-0000400,ORD-000227,301,2,289.0,130.0,578.0,260.0
ITEM-0000401,ORD-000228,203,1,120.0,42.0,120.0,42.0
ITEM-0000402,ORD-000228,104,1,349.99,175.0,349.99,175.0
ITEM-0000403,ORD-000229,502,1,22.99,5.5,22.99,5.5
ITEM-0000404,ORD-000230,402,1,34.0,8.5,34.0,8.5
ITEM-0000405,ORD-000230,501,1,42.0,13.0,42.0,13.0
ITEM-0000406,ORD-000231,103,1,89.99,36.0,89.99,36.0
ITEM-0000407,ORD-000232,203,2,120.0,42.0,240.0,84.0
ITEM-0000408,ORD-000233,203,1,120.0,42.0,120.0,42.0
ITEM-0000409,ORD-000233,405,1,18.0,4.0,18.0,4.0
ITEM-0000410,ORD-000233,401,2,26.0,6.0,52.0,12.0
ITEM-0000411,ORD-000234,103,1,89.99,36.0,89.99,36.0
ITEM-0000412,ORD-000234,503,1,48.0,15.0,48.0,15.0
ITEM-0000413,ORD-000235,104,1,349.99,175.0,349.99,175.0
ITEM-0000414,ORD-000236,502,1,22.99,5.5,22.99,5.5
ITEM-0000415,ORD-000236,102,1,49.99,18.0,49.99,18.0
ITEM-0000416,ORD-000236,505,1,75.0,24.0,75.0,24.0
ITEM-0000417,ORD-000236,201,1,28.0,8.5,28.0,8.5
ITEM-0000418,ORD-000237,206,1,45.0,11.0,45.0,11.0
ITEM-0000419,ORD-000237,102,1,49.99,18.0,49.99,18.0
ITEM-0000420,ORD-000238,404,1,64.99,21.0,64.99,21.0
ITEM-0000421,ORD-000238,203,2,120.0,42.0,240.0,84.0
ITEM-0000422,ORD-000239,307,1,29.99,8.0,29.99,8.0
ITEM-0000423,ORD-000240,108,1,29.99,9.5,29.99,9.5
ITEM-0000424,ORD-000241,105,2,39.99,12.0,79.98,24.0
ITEM-0000425,ORD-000242,104,1,349.99,175.0,349.99,175.0
ITEM-0000426,ORD-000242,102,1,49.99,18.0,49.99,18.0
ITEM-0000427,ORD-000242,105,2,39.99,12.0,79.98,24.0
ITEM-0000428,ORD-000243,503,1,48.0,15.0,48.0,15.0
ITEM-0000429,ORD-000243,202,1,68.0,22.0,68.0,22.0
ITEM-0000430,ORD-000243,304,1,39.99,14.0,39.99,14.0
ITEM-0000431,ORD-000243,303,1,24.99,7.5,24.99,7.5
ITEM-0000432,ORD-000244,101,1,199.99,85.0,199.99,85.0
ITEM-0000433,ORD-000244,107,1,59.99,22.0,59.99,22.0
ITEM-0000434,ORD-000244,301,1,289.0,130.0,289.0,130.0
ITEM-0000435,ORD-000245,302,1,45.0,15.0,45.0,15.0
ITEM-0000436,ORD-000246,101,1,199.99,85.0,199.99,85.0
ITEM-0000437,ORD-000246,502,1,22.99,5.5,22.99,5.5
ITEM-0000438,ORD-000246,404,3,64.99,21.0,194.97,63.0
ITEM-0000439,ORD-000247,302,1,45.0,15.0,45.0,15.0
ITEM-0000440,ORD-000248,306,1,32.5,10.0,32.5,10.0
ITEM-0000441,ORD-000249,108,1,29.99,9.5,29.99,9.5
ITEM-0000442,ORD-000250,202,1,68.0,22.0,68.0,22.0
ITEM-0000443,ORD-000251,505,1,75.0,24.0,75.0,24.0
ITEM-0000444,ORD-000252,205,1,54.0,16.0,54.0,16.0
ITEM-0000445,ORD-000253,505,3,75.0,24.0,225.0,72.0
ITEM-0000446,ORD-000253,401,1,26.0,6.0,26.0,6.0
ITEM-0000447,ORD-000254,404,1,64.99,21.0,64.99,21.0
ITEM-0000448,ORD-000255,203,2,120.0,42.0,240.0,84.0
ITEM-0000449,ORD-000256,203,1,120.0,42.0,120.0,42.0
ITEM-0000450,ORD-000256,401,1,26.0,6.0,26.0,6.0
ITEM-0000451,ORD-000257,403,1,22.0,5.2,22.0,5.2
ITEM-0000452,ORD-000257,204,1,24.0,6.0,24.0,6.0
ITEM-0000453,ORD-000257,104,1,349.99,175.0,349.99,175.0
ITEM-0000454,ORD-000258,301,1,289.0,130.0,289.0,130.0
ITEM-0000455,ORD-000259,306,1,32.5,10.0,32.5,10.0
ITEM-0000456,ORD-000260,305,1,59.99,20.0,59.99,20.0
ITEM-0000457,ORD-000261,205,1,54.0,16.0,54.0,16.0
ITEM-0000458,ORD-000261,401,2,26.0,6.0,52.0,12.0
ITEM-0000459,ORD-000262,204,2,24.0,6.0,48.0,12.0
ITEM-0000460,ORD-000263,502,2,22.99,5.5,45.98,11.0
ITEM-0000461,ORD-000263,108,1,29.99,9.5,29.99,9.5
ITEM-0000462,ORD-000263,505,1,75.0,24.0,75.0,24.0
ITEM-0000463,ORD-000264,503,1,48.0,15.0,48.0,15.0
ITEM-0000464,ORD-000264,203,3,120.0,42.0,360.0,126.0
ITEM-0000465,ORD-000264,401,1,26.0,6.0,26.0,6.0
ITEM-0000466,ORD-000265,202,1,68.0,22.0,68.0,22.0
ITEM-0000467,ORD-000266,504,1,16.99,4.2,16.99,4.2
ITEM-0000468,ORD-000266,204,1,24.0,6.0,24.0,6.0
ITEM-0000469,ORD-000266,104,1,349.99,175.0,349.99,175.0
ITEM-0000470,ORD-000267,203,1,120.0,42.0,120.0,42.0
ITEM-0000471,ORD-000267,505,1,75.0,24.0,75.0,24.0
ITEM-0000472,ORD-000268,105,1,39.99,12.0,39.99,12.0
ITEM-0000473,ORD-000268,204,1,24.0,6.0,24.0,6.0
ITEM-0000474,ORD-000269,202,1,68.0,22.0,68.0,22.0
ITEM-0000475,ORD-000269,105,1,39.99,12.0,39.99,12.0
ITEM-0000476,ORD-000270,404,1,64.99,21.0,64.99,21.0
ITEM-0000477,ORD-000270,103,2,89.99,36.0,179.98,72.0
ITEM-0000478,ORD-000271,404,1,64.99,21.0,64.99,21.0
ITEM-0000479,ORD-000272,305,1,59.99,20.0,59.99,20.0
ITEM-0000480,ORD-000272,102,1,49.99,18.0,49.99,18.0
ITEM-0000481,ORD-000273,103,1,89.99,36.0,89.99,36.0
ITEM-0000482,ORD-000273,106,1,179.99,70.0,179.99,70.0
ITEM-0000483,ORD-000274,403,1,22.0,5.2,22.0,5.2
ITEM-0000484,ORD-000275,306,1,32.5,10.0,32.5,10.0
ITEM-0000485,ORD-000275,101,1,199.99,85.0,199.99,85.0
ITEM-0000486,ORD-000276,204,1,24.0,6.0,24.0,6.0
ITEM-0000487,ORD-000276,502,1,22.99,5.5,22.99,5.5
ITEM-0000488,ORD-000276,503,1,48.0,15.0,48.0,15.0
ITEM-0000489,ORD-000277,103,1,89.99,36.0,89.99,36.0
ITEM-0000490,ORD-000277,102,1,49.99,18.0,49.99,18.0
ITEM-0000491,ORD-000278,102,1,49.99,18.0,49.99,18.0
ITEM-0000492,ORD-000279,405,1,18.0,4.0,18.0,4.0
ITEM-0000493,ORD-000280,204,1,24.0,6.0,24.0,6.0
ITEM-0000494,ORD-000280,303,1,24.99,7.5,24.99,7.5
ITEM-0000495,ORD-000280,403,1,22.0,5.2,22.0,5.2
ITEM-0000496,ORD-000280,505,1,75.0,24.0,75.0,24.0
ITEM-0000497,ORD-000281,205,1,54.0,16.0,54.0,16.0
ITEM-0000498,ORD-000281,401,1,26.0,6.0,26.0,6.0
ITEM-0000499,ORD-000282,302,1,45.0,15.0,45.0,15.0
ITEM-0000500,ORD-000282,303,1,24.99,7.5,24.99,7.5
ITEM-0000501,ORD-000283,108,1,29.99,9.5,29.99,9.5
ITEM-0000502,ORD-000284,103,1,89.99,36.0,89.99,36.0
ITEM-0000503,ORD-000285,401,1,26.0,6.0,26.0,6.0
ITEM-0000504,ORD-000285,403,1,22.0,5.2,22.0,5.2
ITEM-0000505,ORD-000286,301,1,289.0,130.0,289.0,130.0
ITEM-0000506,ORD-000286,303,1,24.99,7.5,24.99,7.5
ITEM-0000507,ORD-000286,206,1,45.0,11.0,45.0,11.0
ITEM-0000508,ORD-000287,303,1,24.99,7.5,24.99,7.5
ITEM-0000509,ORD-000288,107,1,59.99,22.0,59.99,22.0
ITEM-0000510,ORD-000289,501,2,42.0,13.0,84.0,26.0
ITEM-0000511,ORD-000290,101,1,199.99,85.0,199.99,85.0
ITEM-0000512,ORD-000290,402,1,34.0,8.5,34.0,8.5
ITEM-0000513,ORD-000291,103,1,89.99,36.0,89.99,36.0
ITEM-0000514,ORD-000291,505,1,75.0,24.0,75.0,24.0
ITEM-0000515,ORD-000292,104,1,349.99,175.0,349.99,175.0
ITEM-0000516,ORD-000292,102,1,49.99,18.0,49.99,18.0
ITEM-0000517,ORD-000293,502,1,22.99,5.5,22.99,5.5
ITEM-0000518,ORD-000293,503,1,48.0,15.0,48.0,15.0
ITEM-0000519,ORD-000293,105,1,39.99,12.0,39.99,12.0
ITEM-0000520,ORD-000294,306,1,32.5,10.0,32.5,10.0
ITEM-0000521,ORD-000294,104,1,349.99,175.0,349.99,175.0
ITEM-0000522,ORD-000295,105,1,39.99,12.0,39.99,12.0
ITEM-0000523,ORD-000295,305,1,59.99,20.0,59.99,20.0
ITEM-0000524,ORD-000296,403,1,22.0,5.2,22.0,5.2
ITEM-0000525,ORD-000297,101,1,199.99,85.0,199.99,85.0
ITEM-0000526,ORD-000298,303,1,24.99,7.5,24.99,7.5
ITEM-0000527,ORD-000298,503,2,48.0,15.0,96.0,30.0
ITEM-0000528,ORD-000299,505,1,75.0,24.0,75.0,24.0
ITEM-0000529,ORD-000299,403,1,22.0,5.2,22.0,5.2
ITEM-0000530,ORD-000300,503,2,48.0,15.0,96.0,30.0
ITEM-0000531,ORD-000301,205,1,54.0,16.0,54.0,16.0
ITEM-0000532,ORD-000301,405,1,18.0,4.0,18.0,4.0
ITEM-0000533,ORD-000302,402,1,34.0,8.5,34.0,8.5
ITEM-0000534,ORD-000303,404,1,64.99,21.0,64.99,21.0
ITEM-0000535,ORD-000303,205,1,54.0,16.0,54.0,16.0
ITEM-0000536,ORD-000304,206,1,45.0,11.0,45.0,11.0
ITEM-0000537,ORD-000304,503,2,48.0,15.0,96.0,30.0
ITEM-0000538,ORD-000305,104,1,349.99,175.0,349.99,175.0
ITEM-0000539,ORD-000306,304,1,39.99,14.0,39.99,14.0
ITEM-0000540,ORD-000307,306,2,32.5,10.0,65.0,20.0
ITEM-0000541,ORD-000308,106,2,179.99,70.0,359.98,140.0
ITEM-0000542,ORD-000309,403,1,22.0,5.2,22.0,5.2
ITEM-0000543,ORD-000310,105,1,39.99,12.0,39.99,12.0
ITEM-0000544,ORD-000311,206,1,45.0,11.0,45.0,11.0
ITEM-0000545,ORD-000312,301,1,289.0,130.0,289.0,130.0
ITEM-0000546,ORD-000312,302,1,45.0,15.0,45.0,15.0
ITEM-0000547,ORD-000312,303,1,24.99,7.5,24.99,7.5
ITEM-0000548,ORD-000313,304,1,39.99,14.0,39.99,14.0
ITEM-0000549,ORD-000313,104,1,349.99,175.0,349.99,175.0
ITEM-0000550,ORD-000313,108,1,29.99,9.5,29.99,9.5
ITEM-0000551,ORD-000314,204,1,24.0,6.0,24.0,6.0
ITEM-0000552,ORD-000314,101,1,199.99,85.0,199.99,85.0
ITEM-0000553,ORD-000314,304,1,39.99,14.0,39.99,14.0
ITEM-0000554,ORD-000315,505,1,75.0,24.0,75.0,24.0
ITEM-0000555,ORD-000316,104,1,349.99,175.0,349.99,175.0
ITEM-0000556,ORD-000316,102,1,49.99,18.0,49.99,18.0
ITEM-0000557,ORD-000317,504,1,16.99,4.2,16.99,4.2
ITEM-0000558,ORD-000318,502,1,22.99,5.5,22.99,5.5
ITEM-0000559,ORD-000318,501,3,42.0,13.0,126.0,39.0
ITEM-0000560,ORD-000318,205,1,54.0,16.0,54.0,16.0
ITEM-0000561,ORD-000318,503,1,48.0,15.0,48.0,15.0
ITEM-0000562,ORD-000319,304,1,39.99,14.0,39.99,14.0
ITEM-0000563,ORD-000319,405,3,18.0,4.0,54.0,12.0
ITEM-0000564,ORD-000320,501,1,42.0,13.0,42.0,13.0
ITEM-0000565,ORD-000320,502,1,22.99,5.5,22.99,5.5
ITEM-0000566,ORD-000321,305,1,59.99,20.0,59.99,20.0
ITEM-0000567,ORD-000321,306,1,32.5,10.0,32.5,10.0
ITEM-0000568,ORD-000322,105,2,39.99,12.0,79.98,24.0
ITEM-0000569,ORD-000322,502,1,22.99,5.5,22.99,5.5
ITEM-0000570,ORD-000322,505,2,75.0,24.0,150.0,48.0
ITEM-0000571,ORD-000323,503,1,48.0,15.0,48.0,15.0
ITEM-0000572,ORD-000324,503,1,48.0,15.0,48.0,15.0
ITEM-0000573,ORD-000324,301,1,289.0,130.0,289.0,130.0
ITEM-0000574,ORD-000325,206,1,45.0,11.0,45.0,11.0
ITEM-0000575,ORD-000326,501,1,42.0,13.0,42.0,13.0
ITEM-0000576,ORD-000327,303,1,24.99,7.5,24.99,7.5
ITEM-0000577,ORD-000328,503,1,48.0,15.0,48.0,15.0
ITEM-0000578,ORD-000329,201,1,28.0,8.5,28.0,8.5
ITEM-0000579,ORD-000330,503,2,48.0,15.0,96.0,30.0
ITEM-0000580,ORD-000330,501,1,42.0,13.0,42.0,13.0
ITEM-0000581,ORD-000331,206,1,45.0,11.0,45.0,11.0
ITEM-0000582,ORD-000331,401,1,26.0,6.0,26.0,6.0
ITEM-0000583,ORD-000332,206,1,45.0,11.0,45.0,11.0
ITEM-0000584,ORD-000333,405,1,18.0,4.0,18.0,4.0
ITEM-0000585,ORD-000333,502,1,22.99,5.5,22.99,5.5
ITEM-0000586,ORD-000333,402,2,34.0,8.5,68.0,17.0
ITEM-0000587,ORD-000333,307,1,29.99,8.0,29.99,8.0
ITEM-0000588,ORD-000334,303,1,24.99,7.5,24.99,7.5
ITEM-0000589,ORD-000335,305,1,59.99,20.0,59.99,20.0
ITEM-0000590,ORD-000335,303,2,24.99,7.5,49.98,15.0
ITEM-0000591,ORD-000335,206,1,45.0,11.0,45.0,11.0
ITEM-0000592,ORD-000336,501,1,42.0,13.0,42.0,13.0
ITEM-0000593,ORD-000336,307,1,29.99,8.0,29.99,8.0
ITEM-0000594,ORD-000336,405,1,18.0,4.0,18.0,4.0
ITEM-0000595,ORD-000337,204,1,24.0,6.0,24.0,6.0
ITEM-0000596,ORD-000337,402,1,34.0,8.5,34.0,8.5
ITEM-0000597,ORD-000337,405,1,18.0,4.0,18.0,4.0
ITEM-0000598,ORD-000338,104,1,349.99,175.0,349.99,175.0
ITEM-0000599,ORD-000339,303,1,24.99,7.5,24.99,7.5
ITEM-0000600,ORD-000339,503,3,48.0,15.0,144.0,45.0
ITEM-0000601,ORD-000339,306,1,32.5,10.0,32.5,10.0
ITEM-0000602,ORD-000340,302,1,45.0,15.0,45.0,15.0
ITEM-0000603,ORD-000341,502,1,22.99,5.5,22.99,5.5
ITEM-0000604,ORD-000341,103,1,89.99,36.0,89.99,36.0
ITEM-0000605,ORD-000342,101,1,199.99,85.0,199.99,85.0
ITEM-0000606,ORD-000342,108,1,29.99,9.5,29.99,9.5
ITEM-0000607,ORD-000343,401,1,26.0,6.0,26.0,6.0
ITEM-0000608,ORD-000344,303,2,24.99,7.5,49.98,15.0
ITEM-0000609,ORD-000344,401,2,26.0,6.0,52.0,12.0
ITEM-0000610,ORD-000344,206,1,45.0,11.0,45.0,11.0
ITEM-0000611,ORD-000345,303,1,24.99,7.5,24.99,7.5
ITEM-0000612,ORD-000345,204,1,24.0,6.0,24.0,6.0
ITEM-0000613,ORD-000346,305,1,59.99,20.0,59.99,20.0
ITEM-0000614,ORD-000346,404,1,64.99,21.0,64.99,21.0
ITEM-0000615,ORD-000346,306,1,32.5,10.0,32.5,10.0
ITEM-0000616,ORD-000346,106,1,179.99,70.0,179.99,70.0
ITEM-0000617,ORD-000347,504,1,16.99,4.2,16.99,4.2
ITEM-0000618,ORD-000347,106,1,179.99,70.0,179.99,70.0
ITEM-0000619,ORD-000347,505,1,75.0,24.0,75.0,24.0
ITEM-0000620,ORD-000348,304,1,39.99,14.0,39.99,14.0
ITEM-0000621,ORD-000348,106,1,179.99,70.0,179.99,70.0
ITEM-0000622,ORD-000349,501,1,42.0,13.0,42.0,13.0
ITEM-0000623,ORD-000350,404,1,64.99,21.0,64.99,21.0
ITEM-0000624,ORD-000351,101,1,199.99,85.0,199.99,85.0
ITEM-0000625,ORD-000351,307,1,29.99,8.0,29.99,8.0
ITEM-0000626,ORD-000352,504,1,16.99,4.2,16.99,4.2
ITEM-0000627,ORD-000353,204,3,24.0,6.0,72.0,18.0
ITEM-0000628,ORD-000354,201,1,28.0,8.5,28.0,8.5
ITEM-0000629,ORD-000354,301,1,289.0,130.0,289.0,130.0
ITEM-0000630,ORD-000354,403,1,22.0,5.2,22.0,5.2
ITEM-0000631,ORD-000354,501,1,42.0,13.0,42.0,13.0
ITEM-0000632,ORD-000355,206,1,45.0,11.0,45.0,11.0
ITEM-0000633,ORD-000355,205,1,54.0,16.0,54.0,16.0
ITEM-0000634,ORD-000355,102,1,49.99,18.0,49.99,18.0
ITEM-0000635,ORD-000356,204,1,24.0,6.0,24.0,6.0
ITEM-0000636,ORD-000356,102,1,49.99,18.0,49.99,18.0
ITEM-0000637,ORD-000357,105,1,39.99,12.0,39.99,12.0
ITEM-0000638,ORD-000358,106,1,179.99,70.0,179.99,70.0
ITEM-0000639,ORD-000359,103,2,89.99,36.0,179.98,72.0
ITEM-0000640,ORD-000359,205,1,54.0,16.0,54.0,16.0
ITEM-0000641,ORD-000359,403,1,22.0,5.2,22.0,5.2
ITEM-0000642,ORD-000360,405,1,18.0,4.0,18.0,4.0
ITEM-0000643,ORD-000360,206,1,45.0,11.0,45.0,11.0
ITEM-0000644,ORD-000361,307,1,29.99,8.0,29.99,8.0
ITEM-0000645,ORD-000362,301,1,289.0,130.0,289.0,130.0
ITEM-0000646,ORD-000363,106,1,179.99,70.0,179.99,70.0
ITEM-0000647,ORD-000363,404,1,64.99,21.0,64.99,21.0
ITEM-0000648,ORD-000363,103,1,89.99,36.0,89.99,36.0
ITEM-0000649,ORD-000363,101,1,199.99,85.0,199.99,85.0
ITEM-0000650,ORD-000364,307,1,29.99,8.0,29.99,8.0
ITEM-0000651,ORD-000365,205,1,54.0,16.0,54.0,16.0
ITEM-0000652,ORD-000366,501,1,42.0,13.0,42.0,13.0
ITEM-0000653,ORD-000367,307,1,29.99,8.0,29.99,8.0
ITEM-0000654,ORD-000367,302,1,45.0,15.0,45.0,15.0
ITEM-0000655,ORD-000367,502,2,22.99,5.5,45.98,11.0
ITEM-0000656,ORD-000367,402,1,34.0,8.5,34.0,8.5
ITEM-0000657,ORD-000368,402,1,34.0,8.5,34.0,8.5
ITEM-0000658,ORD-000368,307,2,29.99,8.0,59.98,16.0
ITEM-0000659,ORD-000369,201,1,28.0,8.5,28.0,8.5
ITEM-0000660,ORD-000369,202,2,68.0,22.0,136.0,44.0
ITEM-0000661,ORD-000370,104,1,349.99,175.0,349.99,175.0
ITEM-0000662,ORD-000371,306,1,32.5,10.0,32.5,10.0
ITEM-0000663,ORD-000372,104,1,349.99,175.0,349.99,175.0
ITEM-0000664,ORD-000372,303,1,24.99,7.5,24.99,7.5
ITEM-0000665,ORD-000372,503,2,48.0,15.0,96.0,30.0
ITEM-0000666,ORD-000373,403,1,22.0,5.2,22.0,5.2
ITEM-0000667,ORD-000373,304,1,39.99,14.0,39.99,14.0
ITEM-0000668,ORD-000374,403,1,22.0,5.2,22.0,5.2
ITEM-0000669,ORD-000375,102,1,49.99,18.0,49.99,18.0
ITEM-0000670,ORD-000376,504,1,16.99,4.2,16.99,4.2
ITEM-0000671,ORD-000377,201,1,28.0,8.5,28.0,8.5
ITEM-0000672,ORD-000377,305,1,59.99,20.0,59.99,20.0
ITEM-0000673,ORD-000377,401,1,26.0,6.0,26.0,6.0
ITEM-0000674,ORD-000377,502,1,22.99,5.5,22.99,5.5
ITEM-0000675,ORD-000378,108,1,29.99,9.5,29.99,9.5
ITEM-0000676,ORD-000379,305,1,59.99,20.0,59.99,20.0
ITEM-0000677,ORD-000379,503,1,48.0,15.0,48.0,15.0
ITEM-0000678,ORD-000380,503,1,48.0,15.0,48.0,15.0
ITEM-0000679,ORD-000381,301,1,289.0,130.0,289.0,130.0
ITEM-0000680,ORD-000381,302,1,45.0,15.0,45.0,15.0
ITEM-0000681,ORD-000382,301,1,289.0,130.0,289.0,130.0
ITEM-0000682,ORD-000383,201,1,28.0,8.5,28.0,8.5
ITEM-0000683,ORD-000384,307,1,29.99,8.0,29.99,8.0
ITEM-0000684,ORD-000385,101,2,199.99,85.0,399.98,170.0
ITEM-0000685,ORD-000386,302,1,45.0,15.0,45.0,15.0
ITEM-0000686,ORD-000387,401,2,26.0,6.0,52.0,12.0
ITEM-0000687,ORD-000388,503,1,48.0,15.0,48.0,15.0
ITEM-0000688,ORD-000389,107,1,59.99,22.0,59.99,22.0
ITEM-0000689,ORD-000389,101,1,199.99,85.0,199.99,85.0
ITEM-0000690,ORD-000390,102,1,49.99,18.0,49.99,18.0
ITEM-0000691,ORD-000391,302,1,45.0,15.0,45.0,15.0
ITEM-0000692,ORD-000391,104,1,349.99,175.0,349.99,175.0
ITEM-0000693,ORD-000392,107,1,59.99,22.0,59.99,22.0
ITEM-0000694,ORD-000393,502,1,22.99,5.5,22.99,5.5
ITEM-0000695,ORD-000394,307,1,29.99,8.0,29.99,8.0
ITEM-0000696,ORD-000394,305,1,59.99,20.0,59.99,20.0
ITEM-0000697,ORD-000395,307,1,29.99,8.0,29.99,8.0
ITEM-0000698,ORD-000395,203,1,120.0,42.0,120.0,42.0
ITEM-0000699,ORD-000396,301,1,289.0,130.0,289.0,130.0
ITEM-0000700,ORD-000396,302,1,45.0,15.0,45.0,15.0
ITEM-0000701,ORD-000397,104,1,349.99,175.0,349.99,175.0
ITEM-0000702,ORD-000397,102,1,49.99,18.0,49.99,18.0
ITEM-0000703,ORD-000398,202,2,68.0,22.0,136.0,44.0
ITEM-0000704,ORD-000399,103,1,89.99,36.0,89.99,36.0
ITEM-0000705,ORD-000399,402,1,34.0,8.5,34.0,8.5
ITEM-0000706,ORD-000400,502,1,22.99,5.5,22.99,5.5
ITEM-0000707,ORD-000401,104,1,349.99,175.0,349.99,175.0
ITEM-0000708,ORD-000402,103,2,89.99,36.0,179.98,72.0
ITEM-0000709,ORD-000402,504,1,16.99,4.2,16.99,4.2
ITEM-0000710,ORD-000403,206,1,45.0,11.0,45.0,11.0
ITEM-0000711,ORD-000403,401,1,26.0,6.0,26.0,6.0
ITEM-0000712,ORD-000403,101,1,199.99,85.0,199.99,85.0
ITEM-0000713,ORD-000404,401,1,26.0,6.0,26.0,6.0
ITEM-0000714,ORD-000405,204,2,24.0,6.0,48.0,12.0
ITEM-0000715,ORD-000406,108,1,29.99,9.5,29.99,9.5
ITEM-0000716,ORD-000407,305,2,59.99,20.0,119.98,40.0
ITEM-0000717,ORD-000407,103,1,89.99,36.0,89.99,36.0
ITEM-0000718,ORD-000407,201,1,28.0,8.5,28.0,8.5
ITEM-0000719,ORD-000408,402,1,34.0,8.5,34.0,8.5
ITEM-0000720,ORD-000408,505,2,75.0,24.0,150.0,48.0
ITEM-0000721,ORD-000409,102,1,49.99,18.0,49.99,18.0
ITEM-0000722,ORD-000409,202,2,68.0,22.0,136.0,44.0
ITEM-0000723,ORD-000410,504,2,16.99,4.2,33.98,8.4
ITEM-0000724,ORD-000410,402,1,34.0,8.5,34.0,8.5
ITEM-0000725,ORD-000411,505,1,75.0,24.0,75.0,24.0
ITEM-0000726,ORD-000411,402,1,34.0,8.5,34.0,8.5
ITEM-0000727,ORD-000412,104,1,349.99,175.0,349.99,175.0
ITEM-0000728,ORD-000413,401,1,26.0,6.0,26.0,6.0
ITEM-0000729,ORD-000414,402,1,34.0,8.5,34.0,8.5
ITEM-0000730,ORD-000415,103,1,89.99,36.0,89.99,36.0
ITEM-0000731,ORD-000416,403,1,22.0,5.2,22.0,5.2
ITEM-0000732,ORD-000417,107,1,59.99,22.0,59.99,22.0
ITEM-0000733,ORD-000418,307,1,29.99,8.0,29.99,8.0
ITEM-0000734,ORD-000418,504,1,16.99,4.2,16.99,4.2
ITEM-0000735,ORD-000418,102,1,49.99,18.0,49.99,18.0
ITEM-0000736,ORD-000419,504,1,16.99,4.2,16.99,4.2
ITEM-0000737,ORD-000420,101,1,199.99,85.0,199.99,85.0
ITEM-0000738,ORD-000421,307,1,29.99,8.0,29.99,8.0
ITEM-0000739,ORD-000422,505,1,75.0,24.0,75.0,24.0
ITEM-0000740,ORD-000422,302,2,45.0,15.0,90.0,30.0
ITEM-0000741,ORD-000423,103,3,89.99,36.0,269.97,108.0
ITEM-0000742,ORD-000423,204,1,24.0,6.0,24.0,6.0
ITEM-0000743,ORD-000424,202,1,68.0,22.0,68.0,22.0
ITEM-0000744,ORD-000424,501,2,42.0,13.0,84.0,26.0
ITEM-0000745,ORD-000424,204,1,24.0,6.0,24.0,6.0
ITEM-0000746,ORD-000425,104,1,349.99,175.0,349.99,175.0
ITEM-0000747,ORD-000426,305,1,59.99,20.0,59.99,20.0
ITEM-0000748,ORD-000426,403,1,22.0,5.2,22.0,5.2
ITEM-0000749,ORD-000427,404,2,64.99,21.0,129.98,42.0
ITEM-0000750,ORD-000427,108,1,29.99,9.5,29.99,9.5
ITEM-0000751,ORD-000427,301,1,289.0,130.0,289.0,130.0
ITEM-0000752,ORD-000428,105,1,39.99,12.0,39.99,12.0
ITEM-0000753,ORD-000429,505,1,75.0,24.0,75.0,24.0
ITEM-0000754,ORD-000430,503,2,48.0,15.0,96.0,30.0
ITEM-0000755,ORD-000431,505,2,75.0,24.0,150.0,48.0
ITEM-0000756,ORD-000431,107,2,59.99,22.0,119.98,44.0
ITEM-0000757,ORD-000432,203,1,120.0,42.0,120.0,42.0
ITEM-0000758,ORD-000432,302,1,45.0,15.0,45.0,15.0
ITEM-0000759,ORD-000433,305,1,59.99,20.0,59.99,20.0
ITEM-0000760,ORD-000433,306,1,32.5,10.0,32.5,10.0
ITEM-0000761,ORD-000433,405,3,18.0,4.0,54.0,12.0
ITEM-0000762,ORD-000434,106,1,179.99,70.0,179.99,70.0
ITEM-0000763,ORD-000435,302,1,45.0,15.0,45.0,15.0
ITEM-0000764,ORD-000436,402,1,34.0,8.5,34.0,8.5
ITEM-0000765,ORD-000436,306,1,32.5,10.0,32.5,10.0
ITEM-0000766,ORD-000436,203,2,120.0,42.0,240.0,84.0
ITEM-0000767,ORD-000437,404,2,64.99,21.0,129.98,42.0
ITEM-0000768,ORD-000438,405,1,18.0,4.0,18.0,4.0
ITEM-0000769,ORD-000438,505,1,75.0,24.0,75.0,24.0
ITEM-0000770,ORD-000439,302,1,45.0,15.0,45.0,15.0
ITEM-0000771,ORD-000440,103,1,89.99,36.0,89.99,36.0
ITEM-0000772,ORD-000440,105,1,39.99,12.0,39.99,12.0
ITEM-0000773,ORD-000441,108,1,29.99,9.5,29.99,9.5
